,GenomicPosition,P1AncestryProportion,P2AncestryProportion,P3AncestryProportion,P4AncestryProportion,P5AncestryProportion,P6AncestryProportion,P7AncestryProportion,P8AncestryProportion
1976,20177806.0,0.3335,0.07,0.101,0.1235,0.064,0.1125,0.0755,0.12
1977,20188794.0,0.3335,0.07,0.1025,0.1235,0.064,0.1125,0.0755,0.1185
1978,20194000.0,0.3335,0.07,0.1025,0.125,0.064,0.1125,0.074,0.1185
1979,20194833.0,0.3335,0.07,0.1025,0.125,0.064,0.1125,0.074,0.1185
1980,20195701.0,0.3335,0.07,0.1025,0.125,0.064,0.1125,0.074,0.1185
1981,20206493.0,0.336,0.07,0.1025,0.125,0.064,0.11,0.074,0.1185
1982,20207156.0,0.336,0.07,0.1025,0.125,0.064,0.11,0.074,0.1185
1983,20209669.0,0.3335,0.07,0.1025,0.125,0.064,0.11,0.0765,0.1185
1984,20217384.0,0.3325,0.07,0.1025,0.125,0.064,0.111,0.0765,0.1185
1985,20222864.0,0.3325,0.07,0.1025,0.125,0.064,0.111,0.077,0.118
1986,20241567.0,0.3325,0.07,0.095,0.125,0.0715,0.111,0.077,0.118
1987,20253714.0,0.335,0.07,0.095,0.125,0.0715,0.111,0.077,0.1155
1988,20272695.0,0.337,0.07,0.095,0.125,0.0715,0.111,0.077,0.1135
1989,20274902.0,0.337,0.07,0.095,0.1255,0.0715,0.111,0.0765,0.1135
1990,20275205.0,0.338,0.07,0.095,0.1255,0.0705,0.111,0.0765,0.1135
1991,20280384.0,0.338,0.07,0.095,0.1255,0.0705,0.111,0.075,0.115
1992,20313849.0,0.3405,0.07,0.095,0.1255,0.0705,0.111,0.0725,0.115
1993,20315342.0,0.3405,0.07,0.095,0.123,0.0705,0.111,0.0725,0.1175
1994,20320410.0,0.3405,0.0745,0.095,0.123,0.0705,0.1065,0.0725,0.1175
1995,20325655.0,0.3415,0.0735,0.095,0.123,0.0705,0.1065,0.0725,0.1175
1996,20340325.0,0.3415,0.0735,0.095,0.123,0.0705,0.1065,0.0725,0.1175
1997,20367945.0,0.3415,0.0735,0.095,0.123,0.0705,0.1065,0.0725,0.1175
1998,20371828.0,0.3415,0.0735,0.095,0.123,0.0705,0.1065,0.0725,0.1175
1999,20388597.0,0.3415,0.0735,0.095,0.123,0.07,0.1065,0.0725,0.118
2000,20392696.0,0.3415,0.0735,0.095,0.123,0.07,0.1065,0.0725,0.118
2001,20399701.0,0.341,0.0735,0.0955,0.123,0.07,0.1065,0.0725,0.118
2002,20407887.0,0.341,0.0735,0.0955,0.123,0.0705,0.106,0.0725,0.118
2003,20414993.0,0.342,0.0735,0.0955,0.123,0.0705,0.106,0.0715,0.118
2004,20423643.0,0.342,0.0735,0.0955,0.123,0.0705,0.106,0.0715,0.118
2005,20428803.0,0.342,0.0735,0.0955,0.123,0.0705,0.106,0.0715,0.118
2006,20432940.0,0.342,0.0735,0.096,0.1225,0.0705,0.106,0.0715,0.118
2007,20480988.0,0.34,0.0735,0.096,0.1225,0.0705,0.106,0.0715,0.12
2008,20482540.0,0.34,0.073,0.096,0.123,0.0705,0.106,0.0715,0.12
2009,20482750.0,0.34,0.073,0.096,0.123,0.0705,0.106,0.0715,0.12
2010,20521599.0,0.34,0.073,0.096,0.1225,0.0705,0.106,0.0715,0.1205
2011,20531308.0,0.3395,0.073,0.0965,0.1225,0.0705,0.106,0.0715,0.1205
2012,20565285.0,0.345,0.0675,0.0965,0.1225,0.0705,0.106,0.0715,0.1205
2013,20574751.0,0.325,0.0675,0.0965,0.1225,0.0705,0.106,0.0915,0.1205
2014,20578441.0,0.323,0.0675,0.0965,0.1225,0.0705,0.106,0.0915,0.1225
2015,20580759.0,0.323,0.0685,0.0965,0.1225,0.0705,0.106,0.0915,0.1215
2016,20590179.0,0.323,0.0685,0.0965,0.1225,0.0705,0.106,0.0915,0.1215
2017,20598255.0,0.333,0.0685,0.0965,0.1225,0.0705,0.106,0.0815,0.1215
2018,20610874.0,0.333,0.073,0.0965,0.1225,0.066,0.106,0.0815,0.1215
2019,20613179.0,0.3405,0.073,0.0965,0.1225,0.066,0.0985,0.0815,0.1215
2020,20618802.0,0.3405,0.073,0.097,0.1225,0.066,0.0985,0.0815,0.121
2021,20620222.0,0.3405,0.075,0.097,0.1225,0.066,0.0985,0.0795,0.121
2022,20622839.0,0.3405,0.0755,0.097,0.1225,0.066,0.0985,0.0795,0.1205
2023,20650089.0,0.34,0.0755,0.097,0.1225,0.066,0.0985,0.0795,0.121
2024,20681431.0,0.34,0.0755,0.098,0.1215,0.066,0.0985,0.0795,0.121
2025,20697195.0,0.3405,0.0755,0.098,0.1215,0.066,0.0985,0.0795,0.1205
2026,20706467.0,0.3405,0.0755,0.098,0.1215,0.066,0.095,0.0795,0.124
2027,20719225.0,0.3405,0.0755,0.098,0.1215,0.066,0.095,0.0795,0.124
2028,20723060.0,0.34,0.0755,0.098,0.122,0.066,0.095,0.0795,0.124
2029,20725278.0,0.339,0.0755,0.098,0.122,0.067,0.095,0.0795,0.124
2030,20738841.0,0.3395,0.0755,0.098,0.122,0.067,0.0945,0.0795,0.124
2031,20743902.0,0.3395,0.0755,0.098,0.122,0.067,0.0945,0.0795,0.124
2032,20744711.0,0.34,0.0755,0.098,0.122,0.067,0.0945,0.079,0.124
2033,20747286.0,0.34,0.0755,0.098,0.1195,0.067,0.097,0.079,0.124
2034,20760943.0,0.34,0.0785,0.098,0.1195,0.067,0.097,0.076,0.124
2035,20763010.0,0.341,0.0785,0.098,0.1195,0.067,0.097,0.075,0.124
2036,20770413.0,0.3425,0.0785,0.098,0.1195,0.067,0.097,0.0735,0.124
2037,20776697.0,0.3425,0.0785,0.098,0.1195,0.067,0.097,0.0735,0.124
2038,20783077.0,0.3425,0.0785,0.095,0.1195,0.07,0.097,0.0735,0.124
2039,20794926.0,0.3435,0.0785,0.095,0.1195,0.07,0.097,0.0735,0.123
2040,20795150.0,0.344,0.0785,0.0945,0.1195,0.07,0.097,0.0735,0.123
2041,20801498.0,0.3435,0.0785,0.0945,0.1195,0.0705,0.097,0.0735,0.123
2042,20808881.0,0.345,0.0785,0.0945,0.1195,0.0705,0.097,0.0735,0.1215
2043,20813104.0,0.345,0.0785,0.0945,0.1195,0.0705,0.097,0.0735,0.1215
2044,20813798.0,0.3455,0.0785,0.0945,0.119,0.0705,0.097,0.0735,0.1215
2045,20817501.0,0.3455,0.0785,0.0945,0.119,0.0705,0.097,0.0735,0.1215
2046,20847696.0,0.3445,0.0785,0.0945,0.119,0.0705,0.097,0.0735,0.1225
2047,20905739.0,0.3445,0.0785,0.0945,0.119,0.0705,0.097,0.0735,0.1225
2048,20910890.0,0.3445,0.0785,0.0945,0.119,0.0705,0.097,0.0735,0.1225
2049,20914024.0,0.3485,0.0785,0.0945,0.119,0.0705,0.097,0.0735,0.1185
2050,20920710.0,0.3475,0.0785,0.0945,0.119,0.0715,0.097,0.0735,0.1185
2051,20934314.0,0.3475,0.0785,0.0945,0.119,0.0715,0.098,0.0725,0.1185
2052,20937346.0,0.3475,0.0795,0.0945,0.119,0.0715,0.097,0.0725,0.1185
2053,20939598.0,0.351,0.0795,0.0945,0.119,0.0715,0.097,0.069,0.1185
2054,20945977.0,0.351,0.0795,0.0945,0.119,0.0715,0.097,0.069,0.1185
2055,20950823.0,0.347,0.0795,0.0945,0.119,0.0715,0.097,0.073,0.1185
2056,20955132.0,0.347,0.0795,0.0945,0.119,0.0715,0.097,0.073,0.1185
2057,20978106.0,0.3525,0.0795,0.0945,0.119,0.0715,0.097,0.073,0.113
2058,20991887.0,0.3525,0.0795,0.0935,0.119,0.0715,0.097,0.073,0.114
2059,21005446.0,0.3545,0.0795,0.0935,0.117,0.0715,0.097,0.073,0.114
2060,21016726.0,0.3575,0.0795,0.0905,0.117,0.0715,0.097,0.073,0.114
2061,21017345.0,0.3565,0.0795,0.0915,0.117,0.0715,0.097,0.073,0.114
2062,21024030.0,0.3575,0.0795,0.0915,0.117,0.0715,0.096,0.073,0.114
2063,21040828.0,0.3575,0.08,0.0915,0.117,0.071,0.096,0.073,0.114
2064,21056217.0,0.3575,0.08,0.086,0.117,0.071,0.096,0.073,0.1195
2065,21080796.0,0.357,0.08,0.086,0.1175,0.071,0.096,0.073,0.1195
2066,21081491.0,0.3575,0.08,0.0855,0.1175,0.071,0.096,0.073,0.1195
2067,21098325.0,0.3575,0.08,0.0855,0.1175,0.071,0.096,0.073,0.1195
2068,21103128.0,0.3575,0.08,0.0855,0.1175,0.071,0.096,0.073,0.1195
2069,21104275.0,0.357,0.08,0.0855,0.1175,0.0715,0.096,0.073,0.1195
2070,21109986.0,0.357,0.08,0.0855,0.1175,0.0715,0.0965,0.073,0.119
2071,21115136.0,0.357,0.0805,0.0855,0.1175,0.0715,0.0965,0.073,0.1185
2072,21123526.0,0.3575,0.08,0.0855,0.1175,0.0715,0.0965,0.073,0.1185
2073,21126844.0,0.3575,0.08,0.0855,0.1175,0.0715,0.0965,0.073,0.1185
2074,21131514.0,0.357,0.08,0.0855,0.1175,0.072,0.0965,0.073,0.1185
2075,21157572.0,0.357,0.08,0.0855,0.1175,0.072,0.0965,0.073,0.1185
2076,21178662.0,0.357,0.08,0.0845,0.1175,0.072,0.0965,0.074,0.1185
2077,21182353.0,0.357,0.08,0.0845,0.1175,0.072,0.0965,0.074,0.1185
2078,21182357.0,0.3575,0.08,0.0845,0.1175,0.0715,0.0965,0.074,0.1185
2079,21183718.0,0.3575,0.08,0.0845,0.1175,0.07,0.0965,0.074,0.12
2080,21196990.0,0.357,0.08,0.0845,0.1175,0.07,0.097,0.074,0.12
2081,21198574.0,0.358,0.08,0.0845,0.1175,0.069,0.097,0.074,0.12
2082,21198718.0,0.362,0.08,0.0845,0.1175,0.069,0.097,0.07,0.12
2083,21242924.0,0.362,0.08,0.0845,0.1175,0.071,0.097,0.068,0.12
2084,21255002.0,0.3615,0.08,0.0845,0.118,0.071,0.097,0.068,0.12
2085,21261241.0,0.362,0.0795,0.0845,0.118,0.071,0.097,0.068,0.12
2086,21263835.0,0.362,0.0795,0.0845,0.118,0.071,0.097,0.068,0.12
2087,21304005.0,0.363,0.0795,0.0835,0.118,0.071,0.097,0.068,0.12
2088,21311532.0,0.363,0.0795,0.0835,0.118,0.0705,0.0975,0.068,0.12
2089,21318027.0,0.363,0.0795,0.0835,0.118,0.0705,0.098,0.0675,0.12
2090,21325976.0,0.363,0.0795,0.0835,0.118,0.0705,0.098,0.0675,0.12
2091,21327761.0,0.363,0.0795,0.0835,0.118,0.0705,0.0995,0.066,0.12
2092,21337444.0,0.3615,0.0795,0.0835,0.118,0.0705,0.0995,0.066,0.1215
2093,21342574.0,0.36,0.0795,0.0835,0.118,0.0705,0.101,0.066,0.1215
2094,21364193.0,0.36,0.0795,0.0835,0.118,0.0705,0.1,0.066,0.1225
2095,21373482.0,0.36,0.0795,0.0825,0.119,0.0705,0.1,0.066,0.1225
2096,21383225.0,0.36,0.0795,0.0735,0.119,0.0705,0.1,0.075,0.1225
2097,21388659.0,0.36,0.0795,0.0735,0.119,0.0705,0.1,0.075,0.1225
2098,21401764.0,0.36,0.0795,0.0735,0.119,0.0705,0.1,0.075,0.1225
2099,21407737.0,0.36,0.0795,0.0735,0.119,0.0705,0.1,0.075,0.1225
2100,21417344.0,0.36,0.08,0.0735,0.1185,0.0705,0.1,0.075,0.1225
2101,21435914.0,0.36,0.08,0.0735,0.119,0.0705,0.1,0.0745,0.1225
2102,21460254.0,0.359,0.08,0.0735,0.119,0.0705,0.1,0.0745,0.1235
2103,21474492.0,0.359,0.08,0.0735,0.119,0.0705,0.1,0.0745,0.1235
2104,21475694.0,0.3595,0.08,0.0735,0.1185,0.0705,0.1,0.0745,0.1235
2105,21492132.0,0.359,0.08,0.0735,0.1185,0.0705,0.1005,0.0745,0.1235
2106,21493004.0,0.36,0.08,0.0735,0.1185,0.0705,0.1005,0.0745,0.1225
2107,21524601.0,0.36,0.08,0.0735,0.1185,0.0705,0.1005,0.0745,0.1225
2108,21565284.0,0.36,0.08,0.0735,0.118,0.0705,0.1005,0.0745,0.123
2109,21600051.0,0.36,0.08,0.0735,0.118,0.0705,0.102,0.0745,0.1215
2110,21608126.0,0.3605,0.08,0.0735,0.118,0.0705,0.102,0.0745,0.121
2111,21633874.0,0.3595,0.081,0.0735,0.118,0.0705,0.102,0.0745,0.121
2112,21645317.0,0.3595,0.081,0.0735,0.1095,0.079,0.102,0.0745,0.121
2113,21647233.0,0.3595,0.081,0.073,0.11,0.079,0.102,0.0745,0.121
2114,21649288.0,0.359,0.0815,0.073,0.11,0.079,0.102,0.0745,0.121
2115,21660880.0,0.359,0.0815,0.073,0.11,0.079,0.102,0.0745,0.121
2116,21663136.0,0.359,0.077,0.073,0.1145,0.079,0.102,0.0745,0.121
2117,21685581.0,0.3585,0.0775,0.073,0.1145,0.079,0.102,0.0745,0.121
2118,21685636.0,0.3585,0.0775,0.073,0.115,0.0785,0.102,0.0745,0.121
2119,21685695.0,0.357,0.0775,0.073,0.1165,0.0785,0.102,0.0745,0.121
2120,21692395.0,0.357,0.0775,0.073,0.1165,0.0785,0.102,0.0755,0.12
2121,21700425.0,0.357,0.0775,0.073,0.1165,0.0785,0.1035,0.0755,0.1185
2122,21700616.0,0.357,0.0775,0.073,0.117,0.0785,0.1035,0.0755,0.118
2123,21707862.0,0.3615,0.0775,0.073,0.1125,0.0785,0.1035,0.0755,0.118
2124,21733230.0,0.3615,0.0775,0.0745,0.1125,0.0785,0.102,0.0755,0.118
2125,21753229.0,0.3615,0.078,0.0745,0.1125,0.078,0.102,0.0755,0.118
2126,21770301.0,0.3635,0.078,0.0745,0.1105,0.078,0.102,0.0755,0.118
2127,21770654.0,0.3585,0.078,0.0745,0.1105,0.078,0.107,0.0755,0.118
2128,21784966.0,0.3585,0.078,0.0745,0.1105,0.078,0.107,0.0755,0.118
2129,21796879.0,0.3585,0.078,0.0745,0.1105,0.078,0.108,0.0755,0.117
2130,21802389.0,0.3585,0.078,0.0745,0.1105,0.078,0.108,0.0755,0.117
2131,21807049.0,0.358,0.078,0.0745,0.1105,0.078,0.1085,0.0755,0.117
2132,21809603.0,0.358,0.078,0.0745,0.1105,0.078,0.1085,0.0755,0.117
2133,21821744.0,0.358,0.078,0.0745,0.1105,0.078,0.1085,0.0755,0.117
2134,21836574.0,0.358,0.078,0.0745,0.1105,0.078,0.1085,0.0755,0.117
2135,21843074.0,0.3585,0.078,0.074,0.1105,0.078,0.1085,0.0755,0.117
2136,21845821.0,0.3585,0.078,0.074,0.1105,0.078,0.1085,0.0755,0.117
2137,21853441.0,0.3565,0.078,0.074,0.1105,0.078,0.1105,0.0755,0.117
2138,21863199.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2139,21870706.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2140,21878333.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2141,21891703.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2142,21911022.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2143,21916069.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2144,21926684.0,0.357,0.078,0.074,0.1105,0.078,0.11,0.0755,0.117
2145,21931770.0,0.357,0.078,0.0755,0.1105,0.078,0.11,0.074,0.117
2146,21936233.0,0.3575,0.078,0.0755,0.11,0.078,0.11,0.074,0.117
2147,21946208.0,0.3575,0.078,0.0755,0.11,0.078,0.11,0.074,0.117
2148,21962803.0,0.357,0.078,0.0755,0.11,0.078,0.11,0.074,0.1175
2149,21973114.0,0.357,0.078,0.0755,0.11,0.078,0.11,0.074,0.1175
2150,21976910.0,0.3555,0.078,0.0755,0.11,0.078,0.1115,0.074,0.1175
2151,21977726.0,0.352,0.078,0.0755,0.11,0.0815,0.1115,0.074,0.1175
2152,21993693.0,0.352,0.077,0.0755,0.11,0.0815,0.1115,0.075,0.1175
2153,21993788.0,0.356,0.077,0.0755,0.106,0.0815,0.1115,0.075,0.1175
2154,21997782.0,0.354,0.077,0.0755,0.106,0.0815,0.1115,0.075,0.1195
2155,22002550.0,0.354,0.077,0.0755,0.106,0.0815,0.1115,0.075,0.1195
2156,22046069.0,0.353,0.077,0.0755,0.106,0.0815,0.1115,0.076,0.1195
2157,22049933.0,0.3555,0.077,0.0755,0.106,0.0815,0.1115,0.0735,0.1195
2158,22051633.0,0.3555,0.077,0.0755,0.106,0.084,0.1115,0.0735,0.117
2159,22057308.0,0.3595,0.077,0.0755,0.106,0.084,0.1075,0.0735,0.117
2160,22079946.0,0.3595,0.077,0.0755,0.106,0.084,0.1045,0.0735,0.12
2161,22084182.0,0.3595,0.077,0.0755,0.106,0.084,0.1045,0.0735,0.12
2162,22115304.0,0.3595,0.077,0.0755,0.106,0.084,0.1045,0.0735,0.12
2163,22124839.0,0.363,0.077,0.0755,0.1025,0.084,0.1045,0.0735,0.12
2164,22131752.0,0.363,0.077,0.0755,0.1025,0.084,0.1045,0.0735,0.12
2165,22148325.0,0.3615,0.077,0.0755,0.1025,0.084,0.106,0.0735,0.12
2166,22166922.0,0.357,0.077,0.0755,0.1025,0.084,0.106,0.078,0.12
2167,22181153.0,0.357,0.077,0.0755,0.1025,0.084,0.106,0.078,0.12
2168,22182791.0,0.357,0.077,0.0755,0.1025,0.084,0.1065,0.078,0.1195
2169,22200397.0,0.3585,0.077,0.0755,0.1025,0.084,0.1065,0.078,0.118
2170,22239595.0,0.36,0.077,0.0755,0.1025,0.0825,0.1065,0.078,0.118
2171,22258228.0,0.3605,0.077,0.0755,0.1025,0.082,0.1065,0.078,0.118
2172,22278610.0,0.3605,0.077,0.0755,0.1025,0.082,0.1065,0.078,0.118
2173,22281805.0,0.3605,0.0765,0.0755,0.1025,0.0825,0.1065,0.078,0.118
2174,22283146.0,0.3615,0.0765,0.0755,0.1025,0.0825,0.1055,0.078,0.118
2175,22295163.0,0.3615,0.076,0.0755,0.1025,0.0825,0.1055,0.078,0.1185
2176,22301799.0,0.3655,0.076,0.0755,0.0985,0.0825,0.1055,0.078,0.1185
2177,22307340.0,0.365,0.076,0.0755,0.0985,0.0825,0.106,0.078,0.1185
2178,22318656.0,0.365,0.076,0.0755,0.098,0.0825,0.106,0.0785,0.1185
2179,22343482.0,0.365,0.076,0.0755,0.098,0.0825,0.106,0.0785,0.1185
2180,22346251.0,0.3565,0.076,0.084,0.098,0.0825,0.106,0.0785,0.1185
2181,22348252.0,0.358,0.076,0.084,0.098,0.0825,0.106,0.0785,0.117
2182,22358380.0,0.3615,0.076,0.084,0.0945,0.0825,0.106,0.0785,0.117
2183,22358782.0,0.3615,0.076,0.084,0.0945,0.0825,0.106,0.079,0.1165
2184,22387725.0,0.375,0.076,0.084,0.0945,0.0825,0.106,0.079,0.103
2185,22396954.0,0.3755,0.0755,0.084,0.0945,0.0825,0.106,0.079,0.103
2186,22419562.0,0.3755,0.0755,0.084,0.0945,0.0825,0.1065,0.079,0.1025
2187,22421192.0,0.3755,0.0755,0.084,0.094,0.083,0.1065,0.079,0.1025
2188,22425282.0,0.3755,0.074,0.084,0.094,0.0845,0.1065,0.079,0.1025
2189,22442910.0,0.376,0.074,0.084,0.0935,0.0845,0.1065,0.079,0.1025
2190,22445423.0,0.376,0.074,0.084,0.0985,0.0845,0.1015,0.079,0.1025
2191,22454445.0,0.3755,0.074,0.084,0.0985,0.0845,0.1015,0.079,0.103
2192,22456627.0,0.375,0.074,0.084,0.0985,0.0845,0.1015,0.0795,0.103
2193,22463360.0,0.375,0.074,0.0905,0.0985,0.0845,0.1015,0.073,0.103
2194,22464610.0,0.378,0.074,0.0905,0.0985,0.0815,0.1015,0.073,0.103
2195,22466166.0,0.378,0.074,0.0915,0.0985,0.0815,0.1005,0.073,0.103
2196,22473837.0,0.378,0.074,0.0915,0.0985,0.0815,0.1005,0.073,0.103
2197,22480152.0,0.378,0.074,0.0915,0.0985,0.0815,0.1005,0.073,0.103
2198,22482149.0,0.378,0.074,0.0915,0.0985,0.0815,0.1005,0.073,0.103
2199,22496537.0,0.3775,0.074,0.0915,0.0985,0.0815,0.101,0.073,0.103
2200,22518596.0,0.3775,0.074,0.0915,0.0985,0.0815,0.101,0.073,0.103
2201,22519126.0,0.3775,0.074,0.0915,0.0925,0.0815,0.107,0.073,0.103
2202,22530093.0,0.378,0.074,0.0915,0.092,0.0815,0.107,0.073,0.103
2203,22542847.0,0.379,0.074,0.0915,0.092,0.0815,0.107,0.073,0.102
2204,22559409.0,0.379,0.074,0.0915,0.092,0.0815,0.105,0.073,0.104
2205,22564674.0,0.379,0.074,0.0915,0.092,0.086,0.105,0.0685,0.104
2206,22573922.0,0.379,0.074,0.0915,0.092,0.086,0.107,0.0685,0.102
2207,22574233.0,0.381,0.074,0.0915,0.092,0.086,0.105,0.0685,0.102
2208,22580143.0,0.3815,0.074,0.0915,0.092,0.0855,0.105,0.0685,0.102
2209,22585976.0,0.3795,0.074,0.0935,0.092,0.0855,0.105,0.0685,0.102
2210,22594211.0,0.3795,0.074,0.0935,0.092,0.0855,0.105,0.0685,0.102
2211,22595673.0,0.3795,0.074,0.0935,0.091,0.0855,0.105,0.0695,0.102
2212,22598961.0,0.3795,0.074,0.0935,0.091,0.0855,0.105,0.0695,0.102
2213,22605625.0,0.379,0.074,0.0935,0.091,0.0855,0.105,0.07,0.102
2214,22626287.0,0.37,0.074,0.0935,0.091,0.0855,0.105,0.079,0.102
2215,22649389.0,0.3685,0.074,0.0935,0.091,0.0855,0.105,0.0805,0.102
2216,22663284.0,0.3685,0.074,0.0935,0.091,0.0855,0.105,0.0805,0.102
2217,22687790.0,0.368,0.0745,0.0935,0.091,0.0855,0.105,0.0805,0.102
2218,22692393.0,0.368,0.0765,0.0935,0.091,0.0835,0.105,0.0805,0.102
2219,22697831.0,0.368,0.0765,0.0935,0.0915,0.0835,0.1045,0.0805,0.102
2220,22709751.0,0.361,0.0765,0.0935,0.0915,0.0835,0.1045,0.0875,0.102
2221,22715695.0,0.361,0.0765,0.0935,0.0915,0.0835,0.106,0.086,0.102
2222,22728550.0,0.361,0.0765,0.0935,0.0915,0.0835,0.106,0.086,0.102
2223,22729458.0,0.355,0.0765,0.0935,0.0975,0.0835,0.106,0.086,0.102
2224,22740770.0,0.355,0.0765,0.0935,0.0965,0.0835,0.106,0.086,0.103
2225,22746215.0,0.3535,0.0765,0.095,0.0965,0.0835,0.106,0.086,0.103
2226,22806713.0,0.3535,0.0765,0.095,0.0965,0.0835,0.106,0.086,0.103
2227,22842515.0,0.353,0.0765,0.095,0.0965,0.0835,0.106,0.086,0.1035
2228,22847069.0,0.3565,0.0765,0.095,0.0965,0.0835,0.106,0.0825,0.1035
2229,22848212.0,0.3565,0.0765,0.094,0.0965,0.0835,0.107,0.0825,0.1035
2230,22866648.0,0.3555,0.0775,0.094,0.0965,0.0835,0.107,0.0825,0.1035
2231,22870941.0,0.356,0.0775,0.094,0.0965,0.0835,0.107,0.082,0.1035
2232,22910762.0,0.356,0.0775,0.094,0.0965,0.0835,0.107,0.082,0.1035
2233,22915928.0,0.3565,0.0775,0.094,0.0965,0.0835,0.107,0.082,0.103
2234,22919326.0,0.3565,0.0775,0.094,0.0965,0.0825,0.108,0.082,0.103
2235,22923489.0,0.3525,0.0775,0.094,0.0965,0.0825,0.108,0.082,0.107
2236,22943112.0,0.3515,0.0775,0.095,0.0965,0.0825,0.108,0.082,0.107
2237,22948078.0,0.3515,0.0775,0.095,0.0965,0.0825,0.108,0.0815,0.1075
2238,22968982.0,0.3515,0.0775,0.095,0.0965,0.0825,0.108,0.0815,0.1075
2239,22980785.0,0.3515,0.0925,0.095,0.0815,0.0825,0.108,0.0815,0.1075
2240,22992126.0,0.353,0.0925,0.095,0.0815,0.081,0.108,0.0815,0.1075
2241,22998661.0,0.353,0.0925,0.095,0.0815,0.081,0.108,0.0815,0.1075
2242,23016194.0,0.353,0.0925,0.095,0.0815,0.081,0.108,0.0805,0.1085
2243,23031626.0,0.353,0.0955,0.095,0.0815,0.078,0.108,0.0805,0.1085
2244,23046036.0,0.3515,0.0955,0.095,0.083,0.078,0.108,0.0805,0.1085
2245,23066032.0,0.3515,0.094,0.095,0.083,0.078,0.108,0.082,0.1085
2246,23096109.0,0.3515,0.094,0.098,0.083,0.078,0.105,0.082,0.1085
2247,23096458.0,0.3555,0.094,0.098,0.083,0.078,0.101,0.082,0.1085
2248,23096533.0,0.3595,0.094,0.098,0.083,0.078,0.101,0.082,0.1045
2249,23099105.0,0.3595,0.094,0.098,0.083,0.078,0.101,0.082,0.1045
2250,23107224.0,0.359,0.094,0.098,0.083,0.078,0.101,0.082,0.105
2251,23138860.0,0.3605,0.0925,0.098,0.083,0.078,0.101,0.082,0.105
2252,23144855.0,0.361,0.0925,0.098,0.083,0.0775,0.101,0.082,0.105
2253,23155694.0,0.361,0.091,0.098,0.083,0.0775,0.101,0.0835,0.105
2254,23160998.0,0.361,0.0945,0.098,0.083,0.074,0.101,0.0835,0.105
2255,23176940.0,0.361,0.0945,0.098,0.083,0.074,0.101,0.0835,0.105
2256,23177238.0,0.3605,0.0945,0.098,0.083,0.074,0.101,0.084,0.105
2257,23185059.0,0.3605,0.0975,0.098,0.083,0.074,0.101,0.084,0.102
2258,23190784.0,0.3605,0.0975,0.101,0.083,0.074,0.101,0.081,0.102
2259,23194652.0,0.36,0.0975,0.101,0.083,0.0745,0.101,0.081,0.102
2260,23206275.0,0.3595,0.098,0.101,0.083,0.0745,0.101,0.081,0.102
2261,23221294.0,0.3595,0.098,0.101,0.083,0.0745,0.101,0.081,0.102
2262,23225196.0,0.3595,0.0975,0.1015,0.083,0.0745,0.101,0.081,0.102
2263,23230899.0,0.3595,0.0975,0.1015,0.083,0.0745,0.101,0.081,0.102
2264,23241654.0,0.3595,0.0975,0.1015,0.083,0.0745,0.101,0.081,0.102
2265,23241736.0,0.3595,0.0975,0.1015,0.0835,0.0745,0.101,0.081,0.1015
2266,23244685.0,0.36,0.0975,0.1015,0.0835,0.0745,0.1005,0.081,0.1015
2267,23249174.0,0.36,0.0975,0.1015,0.0835,0.0745,0.1005,0.081,0.1015
2268,23257417.0,0.36,0.0975,0.1015,0.0835,0.074,0.101,0.081,0.1015
2269,23259342.0,0.36,0.0965,0.1015,0.0835,0.074,0.102,0.081,0.1015
2270,23267268.0,0.3615,0.0965,0.1015,0.0835,0.074,0.1005,0.081,0.1015
2271,23280958.0,0.362,0.0965,0.1015,0.0835,0.074,0.1005,0.0805,0.1015
2272,23289078.0,0.362,0.0965,0.1015,0.0835,0.074,0.1005,0.0805,0.1015
2273,23305046.0,0.362,0.0965,0.1015,0.0835,0.073,0.1005,0.0815,0.1015
2274,23319229.0,0.362,0.0965,0.1015,0.0835,0.073,0.0985,0.0815,0.1035
2275,23339198.0,0.363,0.0965,0.1015,0.0835,0.073,0.0985,0.0805,0.1035
2276,23352398.0,0.363,0.097,0.1015,0.0835,0.073,0.098,0.0805,0.1035
2277,23360503.0,0.363,0.097,0.1015,0.0835,0.073,0.098,0.0805,0.1035
2278,23365377.0,0.3625,0.097,0.1015,0.084,0.073,0.098,0.0805,0.1035
2279,23366841.0,0.362,0.097,0.1015,0.084,0.073,0.098,0.081,0.1035
2280,23370973.0,0.3625,0.097,0.101,0.084,0.073,0.098,0.081,0.1035
2281,23391008.0,0.353,0.097,0.101,0.084,0.073,0.098,0.081,0.113
2282,23394974.0,0.353,0.097,0.101,0.084,0.073,0.098,0.081,0.113
2283,23407162.0,0.353,0.097,0.101,0.084,0.073,0.0975,0.0815,0.113
2284,23420673.0,0.3525,0.0975,0.101,0.084,0.073,0.0975,0.0815,0.113
